7|7|8|6.03999999999999990E+001|2005
31|31|28|9.00000000000000000E+001|2005
36|36|33|6.00000000000000000E+001|2005
60|60|27|2.01999999999999990E+001|2005
74|74|16|5.07000000000000030E+001|2005
82|82|311|3.06000000000000010E+001|2005
105|105|23|7.02999999999999970E+001|2005
113|113|25|6.99999999999999960E-001|2005
133|133|51|0.00000000000000000E+000|2005
157|157|334|9.09000000000000060E+001|2005
166|166|348|2.01999999999999990E+001|2005
190|190|609|9.00000000000000000E+001|2005
200|200|302|3.03000000000000010E+001|2005
208|208|635|2.01999999999999990E+001|2005
235|235|337|1.06999999999999990E+001|2005
243|243|209|4.08999999999999990E+001|2005
259|259|352|8.02000000000000030E+001|2005
283|283|612|5.02999999999999970E+001|2005
288|288|49|9.09000000000000060E+001|2005
312|312|626|6.99999999999999960E-001|2005
334|334|261|3.03000000000000010E+001|2005
342|342|236|8.02999999999999970E+001|2005
365|365|34|9.09000000000000060E+001|2005
373|373|20|4.01000000000000010E+001|2005
385|385|211|8.00999999999999940E+001|2005
409|409|257|9.09000000000000060E+001|2005
418|418|222|4.03999999999999990E+001|2005
442|442|192|8.09000000000000060E+001|2005
460|460|13|4.07999999999999970E+001|2005
468|468|17|4.00000000000000000E+001|2005
495|495|267|3.03000000000000010E+001|2005
503|503|63|7.02999999999999970E+001|2005
516|516|301|6.06000000000000010E+001|2005
540|540|311|4.03999999999999990E+001|2005
551|551|263|7.00999999999999940E+001|2005
575|575|274|5.99999999999999980E-001|2005
585|585|171|5.05000000000000000E+001|2005
593|593|198|4.03999999999999990E+001|2005
618|618|326|1.01000000000000000E+001|2005
626|626|352|6.02000000000000030E+001|2005
646|646|548|6.03999999999999990E+001|2005
670|670|642|6.02000000000000030E+001|2005
677|677|475|5.05000000000000000E+001|2005
701|701|385|0.00000000000000000E+000|2005
715|715|359|2.01999999999999990E+001|2005
723|723|609|9.05000000000000000E+001|2005
744|744|372|2.03000000000000010E+001|2005
752|752|36|5.01000000000000010E+001|2005
768|768|24|5.05000000000000000E+001|2005
792|792|641|8.00999999999999940E+001|2005
803|803|59|9.04000000000000060E+001|2005
827|827|300|0.00000000000000000E+000|2005
845|845|307|8.07999999999999970E+001|2005
853|853|334|8.00999999999999940E+001|2005
878|878|345|8.04000000000000060E+001|2005
886|886|302|8.02999999999999970E+001|2005
898|898|38|4.08999999999999990E+001|2005
922|922|33|2.03000000000000010E+001|2005
929|929|316|3.01999999999999990E+001|2005
953|953|34|4.03999999999999990E+001|2005
975|975|299|6.06000000000000010E+001|2005
983|983|359|6.07999999999999970E+001|2005
1004|1004|25|5.05000000000000000E+001|2008
1012|1012|32|7.07999999999999970E+001|2008
