2|2|37|4.07999999999999970E+001|2005
26|26|24|5.02000000000000030E+001|2005
33|33|35|8.05000000000000000E+001|2005
57|57|10|2.01000000000000010E+001|2005
79|79|49|5.00000000000000000E-001|2005
87|87|369|1.01999999999999990E+001|2005
108|108|17|1.01000000000000000E+001|2005
116|116|17|1.01000000000000000E+001|2005
128|128|361|6.02000000000000030E+001|2005
152|152|18|3.03000000000000010E+001|2005
163|163|331|2.01999999999999990E+001|2005
187|187|352|0.00000000000000000E+000|2005
205|205|536|5.06000000000000010E+001|2005
213|213|53|1.01000000000000000E+001|2005
238|238|161|2.08999999999999990E+001|2005
246|246|132|9.05000000000000000E+001|2005
262|262|359|2.01999999999999990E+001|2005
286|286|322|9.09000000000000060E+001|2005
293|293|361|6.03999999999999990E+001|2005
317|317|51|7.04000000000000060E+001|2005
331|331|59|9.09000000000000060E+001|2005
339|339|154|6.07999999999999970E+001|2005
360|360|7|7.07000000000000030E+001|2005
368|368|12|9.09000000000000060E+001|2005
388|388|238|8.02000000000000030E+001|2005
412|412|121|5.05000000000000000E+001|2005
423|423|268|0.00000000000000000E+000|2005
447|447|5|8.07999999999999970E+001|2005
457|457|17|6.05000000000000000E+001|2005
465|465|38|5.05000000000000000E+001|2005
490|490|262|9.09000000000000060E+001|2005
498|498|261|8.07999999999999970E+001|2005
513|513|59|0.00000000000000000E+000|2005
537|537|322|3.03000000000000010E+001|2005
546|546|200|8.00000000000000000E+001|2005
570|570|274|4.03999999999999990E+001|2005
588|588|184|9.00000000000000000E+001|2005
596|596|117|7.05999999999999940E+001|2005
623|623|623|5.02000000000000030E+001|2005
631|631|637|2.99999999999999990E-001|2005
643|643|59|1.01999999999999990E+001|2005
667|667|374|1.01000000000000000E+001|2005
672|672|316|6.02999999999999970E+001|2005
696|696|300|1.01000000000000000E+001|2005
718|718|539|3.01000000000000010E+001|2005
726|726|612|9.04000000000000060E+001|2005
749|749|69|8.00999999999999940E+001|2005
757|757|17|2.01999999999999990E+001|2005
773|773|642|9.09000000000000060E+001|2005
797|797|315|2.00000000000000010E-001|2005
806|806|300|3.03000000000000010E+001|2005
830|830|637|7.09000000000000060E+001|2005
840|840|369|9.00000000000000000E+001|2005
848|848|547|2.00000000000000000E+001|2005
875|875|385|5.05000000000000000E+001|2005
883|883|637|2.01000000000000010E+001|2005
903|903|7|8.00000000000000000E+001|2005
927|927|546|5.05000000000000000E+001|2005
932|932|352|0.00000000000000000E+000|2005
956|956|325|4.01000000000000010E+001|2005
970|970|30|6.06000000000000010E+001|2005
978|978|10|7.07000000000000030E+001|2005
1001|1001|21|3.03000000000000010E+001|2008
1009|1009|25|8.00000000000000000E+001|2008
1028|1028|635|8.05999999999999940E+001|2008
1052|1052|343|5.00000000000000000E+001|2008
1063|1063|358|8.07999999999999970E+001|2008
1087|1087|62|9.07000000000000030E+001|2008
1097|1097|358|3.03000000000000010E+001|2008
1105|1105|352|3.01999999999999990E+001|2008
1130|1130|158|1.03000000000000010E+001|2008
1138|1138|347|3.05000000000000000E+001|2008
1158|1158|336|6.06000000000000010E+001|2008
1182|1182|352|5.05000000000000000E+001|2008
1189|1189|307|8.07999999999999970E+001|2008
1213|1213|209|7.07000000000000030E+001|2008
1227|1227|120|9.05000000000000000E+001|2008
1235|1235|211|1.04000000000000000E+001|2008
1256|1256|180|8.05999999999999940E+001|2008
1264|1264|259|3.06999999999999990E+001|2008
1280|1280|203|4.01000000000000010E+001|2008
1304|1304|250|2.99999999999999990E-001|2008
1315|1315|119|8.02000000000000030E+001|2008
1339|1339|38|6.08999999999999990E+001|2008
1357|1357|13|6.06000000000000010E+001|2008
1365|1365|632|2.06999999999999990E+001|2008
1390|1390|215|3.01999999999999990E+001|2008
1398|1398|173|4.02999999999999970E+001|2008
1410|1410|368|1.06999999999999990E+001|2008
1434|1434|361|1.01999999999999990E+001|2008
1441|1441|301|3.01999999999999990E+001|2008
1465|1465|220|8.07999999999999970E+001|2008
1487|1487|274|2.00000000000000000E+001|2008
1495|1495|209|5.01000000000000010E+001|2008
1516|1516|189|2.01000000000000010E+001|2008
1524|1524|200|4.01000000000000010E+001|2008
